ID,AGE,GENDER,REGION,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SAFETY_RATING,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,CLAIM_AMOUNT
3914,40-64,male,West Midlands,10-19y,high_school,middle_class,0.595,1.0,before_2010,0.0,0.0,67890,3140.0,small_hatchback,advanced,0,0,1,0.0,0.0
3915,26-39,female,South West,10-19y,university,middle_class,0.404,1.0,2010-2015,1.0,1.0,78901,6128.0,family_sedan,advanced,0,0,1,0.0,0.0
3916,65+,female,South East,30y+,university,working_class,0.482,1.0,2016-2020,0.0,0.0,54321,500.0,luxury_sedan,basic,0,0,0,0.0,0.0
3917,40-64,male,East Midlands,10-19y,postgraduate,upper_class,0.771,1.0,2016-2020,0.0,0.0,32765,8575.0,luxury_sedan,advanced,0,0,0,0.0,0.0
3918,40-64,female,Yorkshire,20-29y,postgraduate,middle_class,0.332,1.0,after_2020,1.0,1.0,67890,10595.0,family_sedan,basic,0,0,0,0.0,0.0
3919,26-39,female,Wales,10-19y,high_school,upper_class,0.723,1.0,after_2020,0.0,0.0,67890,7656.0,sports_car,standard,2,0,1,1.0,360.0
3920,65+,male,East Anglia,20-29y,high_school,working_class,0.751,1.0,after_2020,1.0,1.0,54321,1063.0,small_hatchback,standard,1,0,0,0.0,0.0
3921,40-64,male,East Anglia,20-29y,postgraduate,middle_class,0.668,1.0,2010-2015,1.0,1.0,45678,7434.0,luxury_sedan,basic,0,0,0,0.0,0.0
3922,40-64,male,East Anglia,20-29y,high_school,upper_class,0.762,1.0,2010-2015,1.0,0.0,45678,6728.0,suv,standard,0,0,0,0.0,0.0
3923,40-64,male,Wales,10-19y,high_school,middle_class,0.848,1.0,2010-2015,0.0,0.0,32765,9926.0,luxury_sedan,standard,1,0,0,0.0,0.0
3924,16-25,female,Scotland,0-2y,university,working_class,0.768,0.0,2016-2020,0.0,1.0,67890,8664.0,suv,standard,1,0,0,0.0,0.0
3925,26-39,male,East Midlands,10-19y,high_school,working_class,0.344,1.0,before_2010,0.0,0.0,54321,5856.0,small_hatchback,basic,1,0,0,0.0,0.0
3926,16-25,male,London,3-5y,university,upper_class,0.897,0.0,before_2010,0.0,0.0,10238,5012.0,small_hatchback,basic,1,0,0,0.0,0.0
3927,16-25,male,London,0-2y,none,middle_class,0.614,1.0,2016-2020,0.0,0.0,67890,3388.0,luxury_sedan,standard,0,0,0,0.0,0.0
3928,65+,female,Yorkshire,30y+,university,upper_class,0.826,1.0,after_2020,1.0,1.0,54321,6482.0,family_sedan,standard,0,0,0,0.0,0.0
3929,26-39,female,South West,10-19y,university,poverty,0.228,1.0,before_2010,1.0,0.0,78901,8690.0,sports_car,advanced,0,0,0,0.0,0.0
3930,26-39,female,North East,0-9y,university,working_class,0.228,0.0,after_2020,0.0,0.0,32765,12118.0,luxury_sedan,standard,0,0,1,0.0,0.0
3931,26-39,female,East Midlands,0-9y,university,upper_class,0.667,1.0,2010-2015,0.0,0.0,54321,4292.0,sports_car,advanced,0,0,0,0.0,0.0
3932,40-64,female,East Midlands,10-19y,high_school,middle_class,0.702,0.0,after_2020,1.0,1.0,67890,11826.0,family_sedan,standard,1,0,1,0.0,0.0
3933,26-39,male,South West,10-19y,high_school,working_class,0.709,1.0,2010-2015,1.0,1.0,45678,8654.0,small_hatchback,basic,1,0,0,1.0,1182.63
3934,40-64,female,North West,20-29y,high_school,working_class,0.8,0.0,2010-2015,0.0,1.0,78901,5159.0,suv,basic,0,0,0,0.0,0.0
3935,65+,male,South West,30y+,university,poverty,0.266,1.0,2010-2015,0.0,0.0,78901,3160.0,luxury_sedan,basic,1,0,0,0.0,0.0
3936,26-39,male,Scotland,0-9y,university,working_class,0.63,1.0,2010-2015,1.0,1.0,54321,6924.0,family_sedan,basic,0,0,0,0.0,0.0
3937,26-39,male,Wales,10-19y,high_school,middle_class,0.662,1.0,2016-2020,0.0,1.0,67890,5938.0,mpv,basic,0,0,1,0.0,0.0
3938,26-39,male,North East,0-9y,university,middle_class,0.599,1.0,after_2020,1.0,1.0,67890,10797.0,family_sedan,advanced,1,1,1,0.0,0.0
3939,26-39,male,East Anglia,0-9y,high_school,middle_class,0.626,1.0,after_2020,0.0,1.0,45678,8892.0,small_hatchback,advanced,0,0,0,0.0,0.0
3940,40-64,female,South East,20-29y,university,working_class,0.607,1.0,2016-2020,1.0,1.0,78901,7181.0,family_sedan,standard,0,0,1,0.0,0.0
3941,26-39,male,North West,0-9y,high_school,middle_class,0.793,1.0,2016-2020,1.0,0.0,54321,9993.0,small_hatchback,standard,1,0,0,0.0,0.0
3942,40-64,female,North West,20-29y,university,working_class,0.802,1.0,after_2020,1.0,0.0,45678,3459.0,suv,standard,1,0,0,0.0,0.0
3943,40-64,male,East Midlands,20-29y,university,upper_class,0.897,1.0,before_2010,0.0,1.0,78901,7755.0,family_sedan,standard,0,0,0,1.0,560.1
3944,16-25,female,Wales,3-5y,university,working_class,0.45,1.0,after_2020,0.0,1.0,78901,7465.0,luxury_sedan,basic,2,0,0,1.0,740.31
3945,26-39,female,Yorkshire,10-19y,high_school,working_class,0.481,1.0,after_2020,1.0,0.0,78901,13705.0,family_sedan,standard,0,0,0,0.0,0.0
3946,26-39,male,North West,0-9y,postgraduate,working_class,0.735,0.0,after_2020,0.0,0.0,67890,8314.0,sports_car,basic,0,0,1,0.0,0.0
3947,26-39,female,Scotland,10-19y,university,working_class,0.565,1.0,after_2020,0.0,1.0,54321,8618.0,sports_car,advanced,0,0,0,0.0,0.0
3948,65+,male,North West,30y+,university,poverty,0.257,1.0,2010-2015,1.0,1.0,54321,4054.0,family_sedan,standard,0,0,0,0.0,0.0
3949,40-64,male,East Anglia,20-29y,postgraduate,middle_class,0.546,1.0,2016-2020,0.0,0.0,32765,3967.0,luxury_sedan,standard,0,0,0,0.0,0.0
3950,16-25,male,Yorkshire,3-5y,university,middle_class,0.415,1.0,2016-2020,0.0,0.0,78901,8746.0,small_hatchback,basic,0,0,0,0.0,0.0
3951,40-64,female,Yorkshire,10-19y,university,working_class,0.654,1.0,before_2010,0.0,0.0,54321,10115.0,suv,standard,1,0,0,0.0,0.0
3952,26-39,male,East Midlands,10-19y,university,working_class,0.218,1.0,before_2010,1.0,1.0,54321,7053.0,small_hatchback,advanced,0,0,1,0.0,0.0
3953,26-39,female,North West,0-9y,university,middle_class,0.76,0.0,2016-2020,1.0,1.0,54321,5235.0,luxury_sedan,standard,0,0,0,0.0,0.0
3954,65+,male,Scotland,30y+,university,working_class,0.545,1.0,2010-2015,1.0,0.0,45678,500.0,luxury_sedan,standard,0,0,0,0.0,0.0
3955,26-39,female,East Anglia,0-9y,high_school,upper_class,0.637,0.0,before_2010,0.0,0.0,10238,3891.0,suv,standard,0,0,0,0.0,0.0
3956,65+,male,Wales,30y+,university,middle_class,0.469,1.0,2016-2020,0.0,0.0,67890,794.0,suv,standard,1,0,1,1.0,540.66
3957,40-64,female,East Anglia,20-29y,postgraduate,working_class,0.507,1.0,2010-2015,1.0,1.0,67890,5371.0,family_sedan,advanced,0,0,0,0.0,0.0
3958,40-64,female,Wales,20-29y,high_school,working_class,0.471,1.0,2016-2020,1.0,1.0,32765,6577.0,family_sedan,standard,0,0,1,0.0,0.0
3959,40-64,male,Scotland,20-29y,university,working_class,0.504,1.0,before_2010,1.0,1.0,32765,8518.0,small_hatchback,standard,0,0,1,0.0,0.0
3960,40-64,female,East Anglia,10-19y,university,middle_class,0.751,1.0,2010-2015,1.0,1.0,67890,15376.0,small_hatchback,standard,0,0,0,0.0,0.0
3961,16-25,male,Wales,0-2y,high_school,middle_class,0.611,1.0,before_2010,1.0,0.0,54321,5312.0,small_hatchback,basic,0,0,1,0.0,0.0
3962,40-64,male,East Anglia,20-29y,none,working_class,0.533,1.0,after_2020,1.0,0.0,45678,11840.0,suv,standard,0,0,0,0.0,0.0
3963,26-39,male,London,10-19y,postgraduate,middle_class,0.81,1.0,2010-2015,1.0,1.0,45678,5783.0,suv,basic,1,1,1,0.0,0.0
3964,26-39,male,South West,10-19y,none,middle_class,0.763,1.0,2016-2020,1.0,1.0,54321,12062.0,family_sedan,basic,0,0,0,0.0,0.0
3965,40-64,female,North East,20-29y,high_school,working_class,0.642,1.0,2016-2020,0.0,0.0,67890,8234.0,suv,standard,0,0,0,1.0,806.18
3966,40-64,male,West Midlands,20-29y,high_school,working_class,0.451,1.0,before_2010,1.0,1.0,45678,7266.0,family_sedan,standard,0,0,0,0.0,0.0
3967,16-25,female,South East,3-5y,high_school,working_class,0.343,1.0,after_2020,0.0,0.0,32765,8639.0,small_hatchback,basic,1,0,1,0.0,0.0
3968,40-64,female,Wales,20-29y,university,middle_class,0.633,0.0,2016-2020,0.0,0.0,54321,12193.0,small_hatchback,basic,0,0,1,0.0,0.0
3969,40-64,female,West Midlands,20-29y,high_school,working_class,0.759,1.0,2010-2015,0.0,0.0,67890,3155.0,family_sedan,standard,0,0,0,0.0,0.0
3970,16-25,male,North West,3-5y,university,upper_class,0.84,1.0,2010-2015,0.0,0.0,54321,1022.0,small_hatchback,standard,0,0,0,1.0,435.95
3971,16-25,female,Wales,0-2y,postgraduate,working_class,0.458,1.0,2010-2015,0.0,0.0,32765,12542.0,small_hatchback,advanced,1,0,1,0.0,0.0
3972,40-64,female,North East,20-29y,university,middle_class,0.537,0.0,2016-2020,1.0,1.0,78901,7024.0,family_sedan,basic,0,0,1,0.0,0.0
3973,65+,female,South East,30y+,high_school,middle_class,0.494,1.0,2016-2020,0.0,0.0,67890,9052.0,family_sedan,advanced,2,0,1,0.0,0.0
3974,16-25,female,Wales,3-5y,university,working_class,0.435,1.0,2016-2020,0.0,0.0,10238,5398.0,family_sedan,standard,1,0,1,0.0,0.0
3975,16-25,female,London,0-2y,university,middle_class,0.915,1.0,2010-2015,0.0,0.0,78901,3012.0,family_sedan,standard,2,0,0,1.0,10400.0
3976,40-64,female,North West,10-19y,high_school,middle_class,0.674,1.0,2016-2020,0.0,0.0,10238,10966.0,suv,basic,1,0,0,0.0,0.0
3977,40-64,female,Yorkshire,20-29y,university,poverty,0.073,1.0,after_2020,1.0,0.0,78901,6844.0,small_hatchback,standard,0,0,1,0.0,0.0
3978,26-39,female,London,10-19y,none,working_class,0.708,1.0,2016-2020,1.0,1.0,54321,1931.0,family_sedan,advanced,1,0,0,0.0,0.0
3979,16-25,male,West Midlands,3-5y,university,poverty,0.241,1.0,2016-2020,0.0,0.0,67890,8965.0,small_hatchback,standard,0,0,0,0.0,0.0
3980,65+,female,North East,20-29y,high_school,upper_class,0.872,1.0,after_2020,0.0,0.0,10238,10609.0,luxury_sedan,basic,1,0,1,0.0,0.0
3981,65+,female,East Anglia,30y+,high_school,working_class,0.648,1.0,2016-2020,1.0,0.0,45678,3390.0,family_sedan,basic,0,0,0,0.0,0.0
3982,65+,male,West Midlands,30y+,high_school,middle_class,0.693,1.0,2016-2020,1.0,1.0,67890,5181.0,family_sedan,standard,1,0,0,0.0,0.0
3983,40-64,female,South West,10-19y,postgraduate,middle_class,0.748,1.0,after_2020,1.0,1.0,78901,7901.0,sports_car,advanced,0,0,0,1.0,1579.71
3984,65+,male,East Anglia,30y+,university,upper_class,0.81,1.0,2010-2015,1.0,0.0,45678,8705.0,suv,standard,0,0,0,0.0,0.0
3985,40-64,female,East Midlands,20-29y,postgraduate,poverty,0.06,1.0,after_2020,1.0,1.0,78901,10270.0,family_sedan,standard,1,0,1,0.0,0.0
3986,40-64,female,Yorkshire,20-29y,postgraduate,middle_class,0.815,1.0,before_2010,0.0,1.0,32765,8181.0,family_sedan,standard,0,0,0,0.0,0.0
3987,40-64,male,Yorkshire,20-29y,high_school,middle_class,0.301,1.0,2010-2015,1.0,1.0,32765,9651.0,luxury_sedan,standard,1,0,2,0.0,0.0
3988,40-64,male,Scotland,10-19y,university,upper_class,0.852,1.0,before_2010,1.0,1.0,67890,10483.0,suv,standard,1,0,0,0.0,0.0
3989,40-64,female,East Anglia,20-29y,postgraduate,middle_class,0.755,1.0,2016-2020,1.0,1.0,78901,13202.0,suv,standard,0,0,1,1.0,756.84
3990,26-39,male,Scotland,0-9y,university,middle_class,0.613,0.0,after_2020,1.0,1.0,78901,12953.0,small_hatchback,standard,1,0,0,0.0,0.0
3991,26-39,female,London,10-19y,university,middle_class,0.785,0.0,after_2020,1.0,1.0,67890,5352.0,suv,standard,0,0,1,0.0,0.0
3992,40-64,female,North East,20-29y,postgraduate,middle_class,0.796,1.0,before_2010,0.0,1.0,78901,3831.0,family_sedan,standard,0,0,0,0.0,0.0
3993,40-64,male,Scotland,20-29y,university,working_class,0.21,1.0,2010-2015,0.0,0.0,54321,5559.0,sports_car,standard,0,0,0,0.0,0.0
3994,40-64,female,South East,20-29y,university,working_class,0.566,1.0,after_2020,0.0,0.0,78901,10602.0,family_sedan,standard,0,0,0,0.0,0.0
3995,40-64,male,East Anglia,20-29y,postgraduate,middle_class,0.498,1.0,2010-2015,1.0,1.0,45678,3898.0,family_sedan,standard,0,0,0,0.0,0.0
3996,40-64,female,London,20-29y,high_school,upper_class,0.891,1.0,after_2020,1.0,1.0,45678,6353.0,mpv,basic,0,0,0,0.0,0.0
3997,26-39,female,Yorkshire,10-19y,university,upper_class,0.785,1.0,2016-2020,1.0,1.0,32765,9467.0,small_hatchback,standard,0,0,0,0.0,0.0
3998,40-64,female,South West,20-29y,high_school,middle_class,0.777,1.0,after_2020,1.0,0.0,32765,5230.0,mpv,advanced,0,0,0,0.0,0.0
3999,26-39,male,West Midlands,10-19y,high_school,middle_class,0.594,1.0,before_2010,0.0,0.0,45678,2723.0,family_sedan,basic,1,0,0,1.0,410.62
4000,65+,female,Scotland,30y+,high_school,working_class,0.344,1.0,after_2020,1.0,1.0,78901,3538.0,luxury_sedan,basic,0,0,0,0.0,0.0
4001,26-39,female,Yorkshire,0-9y,university,working_class,0.543,1.0,2010-2015,0.0,1.0,10238,7971.0,family_sedan,standard,0,0,0,0.0,0.0
4002,26-39,male,South East,0-9y,university,middle_class,0.678,1.0,after_2020,0.0,0.0,32765,6333.0,sports_car,standard,1,0,0,0.0,0.0
4003,40-64,male,Scotland,20-29y,high_school,working_class,0.815,1.0,2016-2020,0.0,0.0,78901,12473.0,luxury_sedan,standard,0,0,0,0.0,0.0
4004,16-25,female,London,3-5y,high_school,middle_class,0.569,0.0,2010-2015,0.0,0.0,78901,6528.0,sports_car,standard,0,0,2,0.0,0.0
4005,26-39,male,Yorkshire,10-19y,university,working_class,0.467,1.0,after_2020,0.0,0.0,45678,8138.0,sports_car,basic,0,0,0,0.0,0.0
4006,40-64,male,North West,20-29y,university,working_class,0.317,1.0,before_2010,1.0,1.0,10238,5276.0,suv,standard,0,0,0,0.0,0.0
4007,16-25,male,East Midlands,0-2y,university,working_class,0.406,1.0,after_2020,0.0,0.0,45678,10266.0,mpv,advanced,0,0,0,0.0,0.0
4008,40-64,female,Wales,20-29y,university,middle_class,0.891,1.0,2010-2015,1.0,1.0,54321,7372.0,family_sedan,advanced,0,0,0,1.0,776.16
4009,40-64,male,South East,10-19y,university,upper_class,0.766,1.0,2016-2020,1.0,0.0,45678,6263.0,family_sedan,standard,0,0,0,0.0,0.0
4010,26-39,male,East Midlands,0-9y,postgraduate,upper_class,0.843,1.0,2016-2020,0.0,0.0,32765,4872.0,small_hatchback,standard,0,0,0,0.0,0.0
4011,40-64,female,North West,10-19y,university,working_class,0.255,0.0,before_2010,1.0,1.0,10238,7820.0,suv,standard,0,1,0,0.0,0.0
4012,26-39,female,North East,0-9y,high_school,middle_class,0.661,0.0,2016-2020,1.0,1.0,45678,10671.0,suv,standard,1,0,0,0.0,0.0
4013,40-64,male,East Midlands,20-29y,university,poverty,0.264,1.0,2010-2015,1.0,1.0,32765,2943.0,small_hatchback,basic,0,0,0,0.0,0.0
4014,40-64,male,North West,20-29y,none,middle_class,0.65,1.0,2016-2020,1.0,1.0,54321,6310.0,family_sedan,standard,1,0,0,0.0,0.0
4015,26-39,female,South East,10-19y,postgraduate,upper_class,0.628,1.0,2016-2020,1.0,0.0,10238,8249.0,small_hatchback,advanced,0,0,0,0.0,0.0
4016,26-39,female,Yorkshire,10-19y,postgraduate,middle_class,0.808,1.0,after_2020,0.0,1.0,54321,6455.0,suv,advanced,0,0,0,1.0,2200.87
4017,26-39,male,London,0-9y,university,upper_class,0.683,0.0,2010-2015,0.0,0.0,78901,3600.0,family_sedan,standard,0,0,0,0.0,0.0
4018,40-64,female,London,10-19y,university,upper_class,0.675,1.0,2016-2020,0.0,0.0,54321,8777.0,family_sedan,advanced,0,0,0,0.0,0.0
4019,40-64,female,South West,20-29y,high_school,working_class,0.611,0.0,2010-2015,0.0,0.0,45678,7349.0,small_hatchback,standard,0,0,0,0.0,0.0
4020,40-64,male,North West,20-29y,university,middle_class,0.79,1.0,2010-2015,0.0,0.0,32765,5605.0,family_sedan,standard,0,0,0,0.0,0.0
4021,26-39,female,East Anglia,0-9y,postgraduate,working_class,0.495,1.0,2016-2020,0.0,0.0,67890,6638.0,family_sedan,advanced,0,0,0,0.0,0.0
4022,40-64,female,East Midlands,20-29y,postgraduate,middle_class,0.702,1.0,before_2010,0.0,0.0,45678,7456.0,family_sedan,standard,0,0,0,0.0,0.0
4023,40-64,female,Scotland,10-19y,high_school,middle_class,0.736,0.0,before_2010,0.0,0.0,78901,6450.0,family_sedan,advanced,0,0,0,0.0,0.0
4024,40-64,male,South West,20-29y,high_school,working_class,0.573,1.0,2016-2020,1.0,0.0,78901,6217.0,luxury_sedan,standard,0,0,0,0.0,0.0
4025,26-39,male,North West,0-9y,high_school,poverty,0.205,1.0,after_2020,0.0,0.0,54321,7204.0,family_sedan,advanced,0,0,0,0.0,0.0
4026,26-39,male,London,10-19y,high_school,middle_class,0.37,1.0,2016-2020,1.0,1.0,32765,5548.0,family_sedan,standard,0,0,0,0.0,0.0
4027,65+,female,Wales,30y+,university,working_class,0.415,1.0,after_2020,1.0,1.0,45678,3156.0,luxury_sedan,standard,0,0,0,0.0,0.0
4028,65+,female,North East,30y+,high_school,middle_class,0.686,1.0,2016-2020,1.0,0.0,10238,500.0,family_sedan,advanced,0,0,0,0.0,0.0
4029,26-39,female,South East,10-19y,postgraduate,middle_class,0.81,1.0,2016-2020,1.0,1.0,54321,8380.0,sports_car,basic,1,0,0,0.0,0.0
4030,40-64,female,Scotland,10-19y,high_school,middle_class,0.813,1.0,before_2010,1.0,1.0,32765,4485.0,mpv,basic,1,0,1,0.0,0.0
4031,26-39,male,Yorkshire,0-9y,university,middle_class,0.836,1.0,2016-2020,0.0,0.0,10238,4761.0,family_sedan,advanced,0,0,0,0.0,0.0
4032,16-25,male,London,6-9y,university,middle_class,0.816,1.0,before_2010,0.0,1.0,32765,500.0,family_sedan,basic,2,0,1,0.0,0.0
4033,65+,male,South East,30y+,high_school,working_class,0.289,1.0,before_2010,0.0,0.0,32765,3476.0,family_sedan,basic,0,0,1,0.0,0.0
4034,40-64,male,North West,20-29y,university,middle_class,0.774,1.0,2016-2020,1.0,1.0,78901,6386.0,luxury_sedan,standard,1,0,0,0.0,0.0
4035,40-64,male,East Anglia,20-29y,postgraduate,middle_class,0.814,1.0,after_2020,1.0,0.0,78901,7442.0,family_sedan,basic,0,0,0,0.0,0.0
4036,26-39,female,Yorkshire,10-19y,university,upper_class,0.828,1.0,2010-2015,1.0,1.0,32765,12058.0,family_sedan,standard,1,0,0,0.0,0.0
4037,26-39,male,South West,10-19y,high_school,working_class,0.633,1.0,2016-2020,1.0,1.0,32765,11552.0,small_hatchback,advanced,0,0,0,0.0,0.0
4038,65+,female,South West,30y+,high_school,working_class,0.767,1.0,before_2010,1.0,1.0,32765,9383.0,luxury_sedan,basic,1,0,0,0.0,0.0
4039,40-64,male,Yorkshire,10-19y,university,middle_class,0.957,1.0,2016-2020,0.0,0.0,45678,6964.0,family_sedan,standard,0,0,0,0.0,0.0
4040,40-64,male,Scotland,10-19y,high_school,middle_class,0.264,1.0,2010-2015,1.0,1.0,45678,9695.0,suv,standard,2,0,0,0.0,0.0
4041,40-64,male,South East,20-29y,university,middle_class,0.718,0.0,after_2020,0.0,0.0,32765,5800.0,family_sedan,basic,0,0,1,0.0,0.0
4042,40-64,male,East Anglia,20-29y,university,working_class,0.198,1.0,2016-2020,1.0,1.0,45678,6460.0,suv,basic,0,0,0,0.0,0.0
4043,16-25,female,London,0-2y,high_school,working_class,0.39,1.0,2010-2015,1.0,1.0,32765,10091.0,small_hatchback,basic,2,0,0,1.0,3101.83
4044,26-39,female,Wales,0-9y,high_school,working_class,0.26,1.0,after_2020,1.0,1.0,67890,10838.0,luxury_sedan,standard,0,0,0,0.0,0.0
4045,26-39,female,South East,10-19y,university,middle_class,0.73,1.0,2010-2015,0.0,0.0,78901,7482.0,suv,advanced,2,0,0,0.0,0.0
4046,40-64,male,South East,20-29y,university,working_class,0.571,1.0,2016-2020,1.0,1.0,67890,5163.0,luxury_sedan,standard,0,0,0,0.0,0.0
4047,40-64,female,East Anglia,10-19y,university,working_class,0.621,1.0,before_2010,1.0,0.0,10238,7637.0,family_sedan,standard,0,0,0,0.0,0.0
4048,26-39,female,East Anglia,10-19y,postgraduate,poverty,0.397,1.0,after_2020,0.0,0.0,54321,10461.0,sports_car,basic,0,0,0,0.0,0.0
4049,26-39,male,Wales,10-19y,high_school,middle_class,0.749,0.0,before_2010,1.0,1.0,32765,5905.0,small_hatchback,standard,0,0,0,0.0,0.0
4050,65+,female,South East,20-29y,none,middle_class,0.7,0.0,after_2020,0.0,0.0,54321,4410.0,family_sedan,standard,0,0,0,0.0,0.0
4051,40-64,female,South East,10-19y,university,working_class,0.434,1.0,2016-2020,1.0,1.0,78901,12081.0,luxury_sedan,standard,0,0,0,0.0,0.0
4052,40-64,female,North West,10-19y,university,middle_class,0.911,1.0,after_2020,0.0,0.0,67890,3553.0,mpv,standard,0,0,0,0.0,0.0
4053,40-64,male,London,10-19y,university,upper_class,0.857,1.0,2010-2015,1.0,0.0,45678,5415.0,family_sedan,advanced,0,0,1,0.0,0.0
4054,65+,female,South West,30y+,university,upper_class,0.798,1.0,2016-2020,0.0,0.0,32765,5017.0,family_sedan,basic,0,0,0,0.0,0.0
4055,40-64,female,London,20-29y,university,middle_class,0.397,1.0,after_2020,1.0,0.0,78901,6812.0,family_sedan,standard,0,0,0,0.0,0.0
4056,40-64,male,London,10-19y,high_school,poverty,0.435,1.0,2016-2020,0.0,1.0,10238,8425.0,family_sedan,advanced,0,0,0,0.0,0.0
4057,65+,male,East Anglia,30y+,high_school,middle_class,0.732,1.0,2016-2020,1.0,1.0,78901,2841.0,small_hatchback,basic,1,0,0,0.0,0.0
4058,26-39,female,Yorkshire,0-9y,high_school,working_class,0.605,1.0,2016-2020,1.0,0.0,10238,9832.0,family_sedan,standard,0,0,1,0.0,0.0
4059,40-64,female,South East,20-29y,university,middle_class,0.385,1.0,2016-2020,1.0,1.0,10238,9121.0,family_sedan,basic,0,0,0,0.0,0.0
4060,65+,female,East Midlands,30y+,university,working_class,0.354,1.0,after_2020,1.0,1.0,32765,5569.0,small_hatchback,basic,0,0,0,0.0,0.0
4061,16-25,female,East Midlands,0-2y,high_school,middle_class,0.813,1.0,2010-2015,0.0,0.0,67890,8689.0,luxury_sedan,basic,2,0,1,1.0,3380.0
4062,65+,male,Yorkshire,30y+,university,middle_class,0.67,1.0,2016-2020,1.0,0.0,54321,6675.0,family_sedan,basic,0,0,0,1.0,846.93
4063,65+,female,East Anglia,30y+,university,working_class,0.722,1.0,before_2010,1.0,1.0,78901,2044.0,family_sedan,basic,0,0,0,0.0,0.0
4064,16-25,female,London,0-2y,university,middle_class,0.722,1.0,2016-2020,0.0,0.0,78901,5930.0,suv,basic,0,0,1,0.0,0.0
4065,40-64,female,South West,20-29y,university,working_class,0.444,1.0,2010-2015,0.0,0.0,45678,10933.0,family_sedan,basic,0,0,0,0.0,0.0
4066,16-25,male,Yorkshire,0-2y,university,middle_class,0.753,1.0,after_2020,1.0,1.0,78901,10589.0,sports_car,advanced,0,0,1,0.0,0.0
4067,26-39,female,South West,10-19y,high_school,working_class,0.447,0.0,after_2020,0.0,0.0,54321,8395.0,sports_car,basic,0,0,1,0.0,0.0
4068,26-39,male,Wales,0-9y,university,upper_class,0.926,0.0,2010-2015,0.0,0.0,67890,6025.0,family_sedan,standard,0,0,1,0.0,0.0
4069,26-39,male,South West,10-19y,university,middle_class,0.615,1.0,2016-2020,0.0,0.0,10238,6977.0,small_hatchback,standard,0,0,0,0.0,0.0
4070,26-39,male,East Midlands,10-19y,postgraduate,middle_class,0.661,0.0,before_2010,1.0,0.0,78901,4648.0,small_hatchback,basic,1,0,0,0.0,0.0
4071,26-39,female,Yorkshire,10-19y,high_school,middle_class,0.537,0.0,2016-2020,1.0,1.0,54321,15637.0,sports_car,basic,0,0,0,0.0,0.0
4072,40-64,female,Scotland,10-19y,high_school,middle_class,0.52,1.0,after_2020,1.0,1.0,54321,9363.0,mpv,basic,0,0,0,0.0,0.0
4073,26-39,female,West Midlands,10-19y,university,upper_class,0.78,1.0,2016-2020,1.0,0.0,10238,6564.0,sports_car,advanced,0,0,1,0.0,0.0
4074,65+,female,London,30y+,university,middle_class,0.701,1.0,before_2010,1.0,0.0,10238,5164.0,luxury_sedan,standard,0,0,0,0.0,0.0
4075,26-39,male,Scotland,10-19y,university,middle_class,0.466,1.0,2010-2015,0.0,0.0,54321,8697.0,family_sedan,standard,0,0,0,0.0,0.0
4076,26-39,male,North East,0-9y,university,upper_class,0.93,1.0,before_2010,1.0,1.0,45678,5588.0,family_sedan,advanced,0,0,0,0.0,0.0
